Number,Meaning,DrawDate,DrawID,PrizeType,PrizeDesc,PrizeDescZh
0022,Hainanese Chicken Rice,22/05/2002,061/02,S,SPECIAL PRIZE,特别奖
0022,Hainanese Chicken Rice,22/08/2004,101/04,C,CONSOLATION PRIZE,安慰奖
0022,Hainanese Chicken Rice,23/09/2007,123/07,S,SPECIAL PRIZE,特别奖
0022,Hainanese Chicken Rice,24/04/2004,049/04,C,CONSOLATION PRIZE,安慰奖
0022,Hainanese Chicken Rice,27/11/1993,142/93,S,SPECIAL PRIZE,特别奖
0022,Hainanese Chicken Rice,28/11/1985,094/85,C,CONSOLATION PRIZE,安慰奖
0023,Pretty Woman Marrying An Ugly Man,01/11/2006,131/06,1,1ST PRIZE,首奖
0023,Pretty Woman Marrying An Ugly Man,06/12/1986,146/86,1,1ST PRIZE,首奖
0023,Pretty Woman Marrying An Ugly Man,08/12/2021,622/21,C,CONSOLATION PRIZE,安慰奖
0023,Pretty Woman Marrying An Ugly Man,11/05/2025,202/25,S,SPECIAL PRIZE,特别奖
0023,Pretty Woman Marrying An Ugly Man,11/07/1987,083/87,S,SPECIAL PRIZE,特别奖
0023,Pretty Woman Marrying An Ugly Man,13/01/2019,127/19,S,SPECIAL PRIZE,特别奖
0023,Pretty Woman Marrying An Ugly Man,13/04/2003,045/03,C,CONSOLATION PRIZE,安慰奖
0023,Pretty Woman Marrying An Ugly Man,14/09/2005,111/05,C,CONSOLATION PRIZE,安慰奖
0023,Pretty Woman Marrying An Ugly Man,15/09/2021,580/21,S,SPECIAL PRIZE,特别奖
0023,Pretty Woman Marrying An Ugly Man,19/11/1995,139/95,3,3RD PRIZE,三奖
0023,Pretty Woman Marrying An Ugly Man,21/02/1994,023/94,S,SPECIAL PRIZE,特别奖
0023,Pretty Woman Marrying An Ugly Man,23/09/2000,115/00,S,SPECIAL PRIZE,特别奖
0023,Pretty Woman Marrying An Ugly Man,24/04/1996,049/96,2,2ND PRIZE,二奖
0023,Pretty Woman Marrying An Ugly Man,24/10/2001,127/01,S,SPECIAL PRIZE,特别奖
0023,Pretty Woman Marrying An Ugly Man,27/10/2004,129/04,C,CONSOLATION PRIZE,安慰奖
0023,Pretty Woman Marrying An Ugly Man,28/05/2008,233/08,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,01/02/1997,014/97,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,02/01/1999,001/99,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,02/09/1995,105/95,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,03/07/2005,080/05,1,1ST PRIZE,首奖
0024,Bottled Drinks,03/10/2018,078/18,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,04/04/1994,041/94,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,05/05/2004,054/04,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,06/02/1999,016/99,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,09/10/1993,121/93,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,10/04/2019,168/19,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,12/02/2000,019/00,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,12/05/1985,009/85,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,13/03/1993,031/93,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,13/11/2016,733/16,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,14/08/2010,615/10,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,16/09/2017,885/17,2,2ND PRIZE,二奖
0024,Bottled Drinks,19/05/1985,012/85,C,CONSOLATION PRIZE,安慰奖
0024,Bottled Drinks,19/10/2025,273/25,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,19/12/2007,163/07,1,1ST PRIZE,首奖
0024,Bottled Drinks,20/03/2019,158/19,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,24/07/2002,088/02,S,SPECIAL PRIZE,特别奖
0024,Bottled Drinks,25/08/1999,102/99,2,2ND PRIZE,二奖
0025,Beheaded,01/01/2006,001/06,S,SPECIAL PRIZE,特别奖
0025,Beheaded,01/10/1990,118/90,2,2ND PRIZE,二奖
0025,Beheaded,02/01/1992,001/92,C,CONSOLATION PRIZE,安慰奖
0025,Beheaded,03/04/2002,040/02,C,CONSOLATION PRIZE,安慰奖
0025,Beheaded,09/12/2000,148/00,S,SPECIAL PRIZE,特别奖
0025,Beheaded,11/07/1991,082/91,C,CONSOLATION PRIZE,安慰奖
0025,Beheaded,11/08/2012,966/12,S,SPECIAL PRIZE,特别奖
0025,Beheaded,14/04/2018,992/18,C,CONSOLATION PRIZE,安慰奖
0025,Beheaded,16/06/2012,939/12,S,SPECIAL PRIZE,特别奖
0025,Beheaded,17/04/2011,734/11,S,SPECIAL PRIZE,特别奖
0025,Beheaded,18/06/2016,659/16,C,CONSOLATION PRIZE,安慰奖
0025,Beheaded,19/10/2025,273/25,S,SPECIAL PRIZE,特别奖
0025,Beheaded,22/09/2002,114/02,S,SPECIAL PRIZE,特别奖
0025,Beheaded,26/08/2014,331/14,S,SPECIAL PRIZE,特别奖
0025,Beheaded,28/04/2024,031/24,S,SPECIAL PRIZE,特别奖
0025,Beheaded,28/06/1998,077/98,2,2ND PRIZE,二奖
0025,Beheaded,29/09/2018,075/18,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,02/07/2005,079/05,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,03/01/2017,758/17,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,03/03/2001,026/01,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,04/02/1991,015/91,S,SPECIAL PRIZE,特别奖
0026,Fell From Horse,05/02/2025,159/25,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,06/02/2011,699/11,2,2ND PRIZE,二奖
0026,Fell From Horse,07/06/2023,883/23,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,13/02/2011,703/11,S,SPECIAL PRIZE,特别奖
0026,Fell From Horse,15/03/2015,432/15,S,SPECIAL PRIZE,特别奖
0026,Fell From Horse,15/03/2017,795/17,S,SPECIAL PRIZE,特别奖
0026,Fell From Horse,18/03/1991,033/91,2,2ND PRIZE,二奖
0026,Fell From Horse,22/02/2025,167/25,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,23/05/2006,909/06,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,23/10/2013,181/13,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,24/12/2014,390/14,C,CONSOLATION PRIZE,安慰奖
0026,Fell From Horse,25/04/2021,511/21,S,SPECIAL PRIZE,特别奖
0026,Fell From Horse,25/04/2026,359/26,S,SPECIAL PRIZE,特别奖
0026,Fell From Horse,26/09/2007,124/07,3,3RD PRIZE,三奖
0026,Fell From Horse,29/08/1991,103/91,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,03/01/1994,002/94,C,CONSOLATION PRIZE,安慰奖
0027,Shoe Heel Broken,04/03/2001,027/01,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,05/07/2023,896/23,1,1ST PRIZE,首奖
0027,Shoe Heel Broken,06/04/1992,042/92,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,07/02/2015,413/15,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,07/08/1996,094/96,C,CONSOLATION PRIZE,安慰奖
0027,Shoe Heel Broken,08/04/2018,990/18,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,11/10/1998,122/98,C,CONSOLATION PRIZE,安慰奖
0027,Shoe Heel Broken,13/11/2012,013/12,C,CONSOLATION PRIZE,安慰奖
0027,Shoe Heel Broken,15/08/2010,616/10,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,16/07/2011,777/11,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,17/10/2007,133/07,S,SPECIAL PRIZE,特别奖
0027,Shoe Heel Broken,18/07/2004,086/04,C,CONSOLATION PRIZE,安慰奖
0027,Shoe Heel Broken,19/02/2012,883/12,3,3RD PRIZE,三奖
0027,Shoe Heel Broken,26/11/1994,142/94,C,CONSOLATION PRIZE,安慰奖
0027,Shoe Heel Broken,28/03/2010,547/10,S,SPECIAL PRIZE,特别奖
0028,Twisted Mouth,03/06/2014,292/14,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,04/01/2012,859/12,2,2ND PRIZE,二奖
0028,Twisted Mouth,05/09/1999,107/99,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,06/12/2008,318/08,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,11/11/2023,953/23,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,12/01/1991,005/91,S,SPECIAL PRIZE,特别奖
0028,Twisted Mouth,13/04/2025,189/25,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,13/07/1996,083/96,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,13/09/1989,902/89,S,SPECIAL PRIZE,特别奖
0028,Twisted Mouth,18/08/1990,099/90,S,SPECIAL PRIZE,特别奖
0028,Twisted Mouth,20/12/2000,153/00,S,SPECIAL PRIZE,特别奖
0028,Twisted Mouth,25/11/2012,019/12,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,27/07/1991,089/91,C,CONSOLATION PRIZE,安慰奖
0028,Twisted Mouth,27/10/1990,129/90,S,SPECIAL PRIZE,特别奖
0028,Twisted Mouth,28/08/1996,103/96,2,2ND PRIZE,二奖
0028,Twisted Mouth,28/12/2008,328/08,S,SPECIAL PRIZE,特别奖
0028,Twisted Mouth,30/10/2005,131/05,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,01/11/2003,131/03,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,02/07/2014,306/14,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,04/06/2016,653/16,S,SPECIAL PRIZE,特别奖
0029,Tailor Taking Measurements,06/10/2019,250/19,S,SPECIAL PRIZE,特别奖
0029,Tailor Taking Measurements,07/09/2005,108/05,S,SPECIAL PRIZE,特别奖
0029,Tailor Taking Measurements,08/05/1989,055/89,1,1ST PRIZE,首奖
0029,Tailor Taking Measurements,09/02/2011,701/11,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,11/06/1990,070/90,S,SPECIAL PRIZE,特别奖
0029,Tailor Taking Measurements,14/08/2022,741/22,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,16/02/2014,240/14,S,SPECIAL PRIZE,特别奖
0029,Tailor Taking Measurements,21/11/2009,485/09,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,24/11/2010,663/10,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,25/02/2009,355/09,S,SPECIAL PRIZE,特别奖
0029,Tailor Taking Measurements,26/05/2001,062/01,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,26/12/2001,154/01,S,SPECIAL PRIZE,特别奖
0029,Tailor Taking Measurements,26/12/2018,119/18,2,2ND PRIZE,二奖
0029,Tailor Taking Measurements,27/06/2020,369/20,C,CONSOLATION PRIZE,安慰奖
0029,Tailor Taking Measurements,30/01/2018,953/18,S,SPECIAL PRIZE,特别奖
0030,Dead Swallow,03/04/2010,550/10,S,SPECIAL PRIZE,特别奖
0030,Dead Swallow,07/04/2018,989/18,C,CONSOLATION PRIZE,安慰奖
0030,Dead Swallow,09/07/1992,082/92,C,CONSOLATION PRIZE,安慰奖
0030,Dead Swallow,09/12/1995,147/95,S,SPECIAL PRIZE,特别奖
0030,Dead Swallow,10/02/2019,141/19,S,SPECIAL PRIZE,特别奖
0030,Dead Swallow,16/02/2021,478/21,C,CONSOLATION PRIZE,安慰奖
0030,Dead Swallow,16/05/2021,520/21,C,CONSOLATION PRIZE,安慰奖
0030,Dead Swallow,21/01/1996,009/96,C,CONSOLATION PRIZE,安慰奖
0030,Dead Swallow,21/03/2018,980/18,S,SPECIAL PRIZE,特别奖
0030,Dead Swallow,21/09/2024,096/24,1,1ST PRIZE,首奖
0030,Dead Swallow,22/04/2000,049/00,S,SPECIAL PRIZE,特别奖
0030,Dead Swallow,25/09/2013,168/13,S,SPECIAL PRIZE,特别奖
0030,Dead Swallow,29/04/1989,051/89,S,SPECIAL PRIZE,特别奖
0031,Cat On Heat,01/02/1990,014/90,S,SPECIAL PRIZE,特别奖
0031,Cat On Heat,03/09/1995,106/95,S,SPECIAL PRIZE,特别奖
0031,Cat On Heat,07/02/2010,523/10,C,CONSOLATION PRIZE,安慰奖
0031,Cat On Heat,07/07/2013,131/13,C,CONSOLATION PRIZE,安慰奖
0031,Cat On Heat,07/09/1985,059/85,C,CONSOLATION PRIZE,安慰奖
0031,Cat On Heat,08/03/1990,029/90,S,SPECIAL PRIZE,特别奖
0031,Cat On Heat,08/04/1989,042/89,S,SPECIAL PRIZE,特别奖
0031,Cat On Heat,08/08/2009,432/09,C,CONSOLATION PRIZE,安慰奖
0031,Cat On Heat,14/07/2007,089/07,S,SPECIAL PRIZE,特别奖
0031,Cat On Heat,19/01/2011,689/11,C,CONSOLATION PRIZE,安慰奖
0031,Cat On Heat,20/08/2017,872/17,C,CONSOLATION PRIZE,安慰奖
0031,Cat On Heat,22/05/2002,061/02,3,3RD PRIZE,三奖
0031,Cat On Heat,22/09/1994,114/94,2,2ND PRIZE,二奖
0031,Cat On Heat,28/03/2001,037/01,S,SPECIAL PRIZE,特别奖
0031,Cat On Heat,28/12/2021,631/21,2,2ND PRIZE,二奖
0031,Cat On Heat,30/03/2011,725/11,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,01/04/1989,039/89,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,04/02/2007,016/07,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,04/09/2007,114/07,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,06/09/2015,516/15,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,06/12/2023,964/23,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,09/02/2003,018/03,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,10/12/2003,148/03,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,11/05/1991,056/91,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,11/10/1993,122/93,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,13/12/2000,150/00,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,15/10/2022,770/22,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,21/05/2025,206/25,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,21/07/2013,137/13,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,22/02/1992,023/92,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,24/01/1994,011/94,C,CONSOLATION PRIZE,安慰奖
0032,Nurse Scolding People,28/05/1988,064/88,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,28/11/2018,105/18,S,SPECIAL PRIZE,特别奖
0032,Nurse Scolding People,31/01/2015,409/15,S,SPECIAL PRIZE,特别奖
0033,Pagoda On Fire,01/08/1994,092/94,C,CONSOLATION PRIZE,安慰奖
0033,Pagoda On Fire,02/12/2008,316/08,S,SPECIAL PRIZE,特别奖
0033,Pagoda On Fire,05/10/2022,766/22,C,CONSOLATION PRIZE,安慰奖
0033,Pagoda On Fire,09/10/2013,175/13,1,1ST PRIZE,首奖
0033,Pagoda On Fire,11/11/2006,135/06,S,SPECIAL PRIZE,特别奖
0033,Pagoda On Fire,20/03/2019,158/19,2,2ND PRIZE,二奖
0033,Pagoda On Fire,25/03/2009,367/09,S,SPECIAL PRIZE,特别奖
0033,Pagoda On Fire,27/01/2007,011/07,3,3RD PRIZE,三奖
0033,Pagoda On Fire,27/12/2022,809/22,S,SPECIAL PRIZE,特别奖
0033,Pagoda On Fire,30/10/1986,130/86,2,2ND PRIZE,二奖
0033,Pagoda On Fire,30/11/2002,143/02,S,SPECIAL PRIZE,特别奖
0034,Husband Died,01/02/2004,014/04,C,CONSOLATION PRIZE,安慰奖
0034,Husband Died,08/06/2019,193/19,S,SPECIAL PRIZE,特别奖
0034,Husband Died,11/09/2002,109/02,C,CONSOLATION PRIZE,安慰奖
0034,Husband Died,14/06/1998,071/98,S,SPECIAL PRIZE,特别奖
0034,Husband Died,15/09/2019,240/19,C,CONSOLATION PRIZE,安慰奖
0034,Husband Died,16/04/2006,046/06,S,SPECIAL PRIZE,特别奖
0034,Husband Died,17/05/2026,369/26,3,3RD PRIZE,三奖
0034,Husband Died,20/05/1995,060/95,C,CONSOLATION PRIZE,安慰奖
0034,Husband Died,21/09/2019,242/19,S,SPECIAL PRIZE,特别奖
0034,Husband Died,24/08/2014,330/14,C,CONSOLATION PRIZE,安慰奖
0034,Husband Died,25/10/2020,424/20,S,SPECIAL PRIZE,特别奖
0034,Husband Died,25/11/1991,141/91,C,CONSOLATION PRIZE,安慰奖
0034,Husband Died,27/08/2000,104/00,C,CONSOLATION PRIZE,安慰奖
0034,Husband Died,28/02/1998,025/98,S,SPECIAL PRIZE,特别奖
0034,Husband Died,30/07/2005,091/05,C,CONSOLATION PRIZE,安慰奖
0035,Sea Turtle Laid Eggs,12/07/2003,083/03,C,CONSOLATION PRIZE,安慰奖
0035,Sea Turtle Laid Eggs,18/10/2025,272/25,S,SPECIAL PRIZE,特别奖
0035,Sea Turtle Laid Eggs,19/02/2006,022/06,3,3RD PRIZE,三奖
0035,Sea Turtle Laid Eggs,19/04/1993,047/93,C,CONSOLATION PRIZE,安慰奖
0035,Sea Turtle Laid Eggs,22/10/2025,274/25,C,CONSOLATION PRIZE,安慰奖
0035,Sea Turtle Laid Eggs,24/03/1988,036/88,1,1ST PRIZE,首奖
0035,Sea Turtle Laid Eggs,25/12/1989,154/89,S,SPECIAL PRIZE,特别奖
0035,Sea Turtle Laid Eggs,27/10/2013,183/13,2,2ND PRIZE,二奖
0036,Doctor Scolding People,01/03/2011,711/11,S,SPECIAL PRIZE,特别奖
0036,Doctor Scolding People,09/01/1999,004/99,C,CONSOLATION PRIZE,安慰奖
0036,Doctor Scolding People,09/12/2020,445/20,1,1ST PRIZE,首奖
0036,Doctor Scolding People,13/04/2003,045/03,C,CONSOLATION PRIZE,安慰奖
0036,Doctor Scolding People,19/07/1990,086/90,C,CONSOLATION PRIZE,安慰奖
0036,Doctor Scolding People,25/01/2009,340/09,C,CONSOLATION PRIZE,安慰奖
0036,Doctor Scolding People,25/03/2009,367/09,C,CONSOLATION PRIZE,安慰奖
0036,Doctor Scolding People,26/01/1991,011/91,1,1ST PRIZE,首奖
0036,Doctor Scolding People,27/12/2023,974/23,C,CONSOLATION PRIZE,安慰奖
0036,Doctor Scolding People,28/03/1987,038/87,S,SPECIAL PRIZE,特别奖
0037,Tree Fell On Car,01/01/1997,001/97,C,CONSOLATION PRIZE,安慰奖
0037,Tree Fell On Car,01/11/1997,131/97,S,SPECIAL PRIZE,特别奖
0037,Tree Fell On Car,02/04/1988,040/88,S,SPECIAL PRIZE,特别奖
0037,Tree Fell On Car,03/02/2013,054/13,C,CONSOLATION PRIZE,安慰奖
0037,Tree Fell On Car,05/10/2021,590/21,S,SPECIAL PRIZE,特别奖
0037,Tree Fell On Car,05/12/1988,146/88,S,SPECIAL PRIZE,特别奖
0037,Tree Fell On Car,10/01/1991,004/91,C,CONSOLATION PRIZE,安慰奖
0037,Tree Fell On Car,11/05/1986,057/86,2,2ND PRIZE,二奖
0037,Tree Fell On Car,11/09/2016,701/16,S,SPECIAL PRIZE,特别奖
0037,Tree Fell On Car,12/07/2017,852/17,C,CONSOLATION PRIZE,安慰奖
0037,Tree Fell On Car,12/07/2023,899/23,S,SPECIAL PRIZE,特别奖
0037,Tree Fell On Car,19/05/2004,060/04,C,CONSOLATION PRIZE,安慰奖
0037,Tree Fell On Car,20/04/1996,047/96,C,CONSOLATION PRIZE,安慰奖
0037,Tree Fell On Car,29/03/2015,438/15,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,01/05/1986,052/86,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,01/07/2018,030/18,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,05/09/1999,107/99,1,1ST PRIZE,首奖
0038,Snake Eating Rabbit,11/02/2006,018/06,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,11/11/1989,135/89,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,12/05/2012,923/12,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,12/12/2015,563/15,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,14/02/2024,996/24,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,16/03/2013,075/13,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,16/10/2004,124/04,1,1ST PRIZE,首奖
0038,Snake Eating Rabbit,17/02/2007,021/07,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,18/01/1998,008/98,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,18/11/2008,309/08,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,20/01/2021,463/21,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,22/04/2009,381/09,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,24/03/2013,079/13,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,24/08/2025,249/25,S,SPECIAL PRIZE,特别奖
0038,Snake Eating Rabbit,24/10/1992,128/92,C,CONSOLATION PRIZE,安慰奖
0038,Snake Eating Rabbit,27/06/2026,386/26,1,1ST PRIZE,首奖
0038,Snake Eating Rabbit,28/01/1989,012/89,C,CONSOLATION PRIZE,安慰奖
0039,Ant Nest,01/06/2019,190/19,C,CONSOLATION PRIZE,安慰奖
0039,Ant Nest,02/09/2000,106/00,C,CONSOLATION PRIZE,安慰奖
0039,Ant Nest,04/05/1985,005/85,C,CONSOLATION PRIZE,安慰奖
0039,Ant Nest,07/11/1985,085/85,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,09/10/2016,715/16,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,10/06/2015,475/15,3,3RD PRIZE,三奖
0039,Ant Nest,10/09/2008,278/08,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,12/09/1999,110/99,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,13/07/2024,065/24,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,15/09/1999,111/99,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,17/06/1995,072/95,C,CONSOLATION PRIZE,安慰奖
0039,Ant Nest,17/12/2017,932/17,C,CONSOLATION PRIZE,安慰奖
0039,Ant Nest,20/06/2018,024/18,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,21/12/1985,104/85,S,SPECIAL PRIZE,特别奖
0039,Ant Nest,26/01/2021,466/21,C,CONSOLATION PRIZE,安慰奖
0039,Ant Nest,29/06/1991,077/91,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,02/03/1996,026/96,S,SPECIAL PRIZE,特别奖
0040,Fell Into Drain,03/02/2010,521/10,S,SPECIAL PRIZE,特别奖
0040,Fell Into Drain,03/06/2023,881/23,1,1ST PRIZE,首奖
0040,Fell Into Drain,04/06/1988,067/88,3,3RD PRIZE,三奖
0040,Fell Into Drain,09/10/2004,121/04,S,SPECIAL PRIZE,特别奖
0040,Fell Into Drain,11/09/2022,755/22,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,14/03/1992,032/92,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,15/05/1989,058/89,S,SPECIAL PRIZE,特别奖
0040,Fell Into Drain,18/01/2015,403/15,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,18/03/1993,033/93,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,20/06/2026,383/26,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,21/03/1994,035/94,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,21/10/2020,422/20,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,27/07/1986,090/86,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,28/05/2023,878/23,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,29/01/2011,694/11,S,SPECIAL PRIZE,特别奖
0040,Fell Into Drain,29/03/1995,038/95,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,29/07/2012,961/12,C,CONSOLATION PRIZE,安慰奖
0040,Fell Into Drain,30/06/2007,083/07,S,SPECIAL PRIZE,特别奖
0041,Swallowing Baby Rat,03/01/2004,001/04,S,SPECIAL PRIZE,特别奖
0041,Swallowing Baby Rat,10/09/1997,109/97,S,SPECIAL PRIZE,特别奖
0041,Swallowing Baby Rat,13/12/1987,150/87,C,CONSOLATION PRIZE,安慰奖
0041,Swallowing Baby Rat,14/05/2016,643/16,C,CONSOLATION PRIZE,安慰奖
0041,Swallowing Baby Rat,15/06/2003,072/03,C,CONSOLATION PRIZE,安慰奖
0041,Swallowing Baby Rat,15/10/2000,125/00,C,CONSOLATION PRIZE,安慰奖
0041,Swallowing Baby Rat,18/02/2007,022/07,S,SPECIAL PRIZE,特别奖
0041,Swallowing Baby Rat,19/10/2002,125/02,S,SPECIAL PRIZE,特别奖
0041,Swallowing Baby Rat,20/04/2019,172/19,C,CONSOLATION PRIZE,安慰奖
0041,Swallowing Baby Rat,21/09/2011,807/11,C,CONSOLATION PRIZE,安慰奖
0041,Swallowing Baby Rat,26/12/1988,155/88,S,SPECIAL PRIZE,特别奖
0041,Swallowing Baby Rat,29/11/2016,740/16,S,SPECIAL PRIZE,特别奖
0041,Swallowing Baby Rat,30/01/2000,014/00,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,03/09/2022,750/22,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,09/10/2022,768/22,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,10/07/2019,208/19,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,10/11/2024,119/24,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,11/06/2022,707/22,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,11/11/2015,548/15,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,12/03/1987,031/87,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,14/01/1988,006/88,1,1ST PRIZE,首奖
0042,Abscess On Thigh,14/11/1998,136/98,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,15/04/2018,993/18,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,15/08/1998,097/98,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,16/07/1997,085/97,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,16/09/2017,885/17,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,17/03/2004,033/04,3,3RD PRIZE,三奖
0042,Abscess On Thigh,17/07/2002,085/02,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,17/09/1987,112/87,C,CONSOLATION PRIZE,安慰奖
0042,Abscess On Thigh,19/12/1992,152/92,S,SPECIAL PRIZE,特别奖
0042,Abscess On Thigh,20/09/2020,408/20,S,SPECIAL PRIZE,特别奖
